Teacher_Name,University_Currently_Teaching,Department,Province_University_Located,Designation,Terminal_Degree,Graduated_from,Country,Year,Area_of_Specialization,Other_Information,
Samina Rajper,"Shah Abdul Latif University, Khairpur",Computer Science,Sindh,Assistant Professor,PhD,"Shah Abdul Latif University, Khairpur",Pakistan,0,SINF,NINGUNA,NINGUNA
Mairaj Nabi Bhatti,"Shaheed Benazir Bhutto University,Shaheed Benazirabad
",Information Technology,Sindh,Assistant Professor,MS,"Quaid-e-Awam University of Engineering, Science & Technology",Pakistan,0,SINF,PhD in progress from QUEST,
Marina Sherbaz Mari,"Shaheed Benazir Bhutto University,Shaheed Benazirabad
",Information Technology,Sindh,Lecturer,MS,"Quaid-e-Awam University of Engineering, Science & Technology",Pakistan,0,SINF,NINGUNA,NINGUNA
Zaira Hassan Amur,"Shaheed Benazir Bhutto University,Shaheed Benazirabad
",Information Technology,Sindh,Lecturer,BS,Sindh University,Pakistan,0,SINF,MS in progress from Sindh University Jamshoro,
Mohsin Amur,"Shaheed Benazir Bhutto University,Shaheed Benazirabad
",Information Technology,Sindh,Lecturer,BS,"Quaid-e-Awam University of Engineering, Science & Technology",Pakistan,0,SINF,MS in progress from QUEST,
Sagheer Rajper,"Shaheed Benazir Bhutto University,Shaheed Benazirabad
",Information Technology,Sindh,Lecturer,BS,Sindh Agriculture University,Pakistan,0,SINF,MS in progress from Tondo-Jam University,
Imran Ali Memon,"Shaheed Benazir Bhutto University,Shaheed Benazirabad
",Information Technology,Sindh,Lecturer,BS,"Quaid-e-Awam University of Engineering, Science & Technology",Pakistan,0,SINF,MS in progress from QUEST,
Shabab Akram,"Shaheed Benazir Bhutto University,Shaheed Benazirabad
",Information Technology,Sindh,Research Associate,BS,"Quaid-e-Awam University of Engineering, Science & Technology",Pakistan,0,SINF,MS in progress from QUEST,
Abdul Jabbar Brohi,"Shaheed Benazir Bhutto University,Shaheed Benazirabad
",Information Technology,Sindh,Research Associate,BS,"Quaid-e-Awam University of Engineering, Science & Technology",Pakistan,0,SINF,MS in progress from QUEST,
Shahzad Khaskheli,"Shaheed Benazir Bhutto University,Shaheed Benazirabad
",Information Technology,Sindh,Research Associate,BS,"Quaid-e-Awam University of Engineering, Science & Technology",Pakistan,0,SINF,MS in progress from QUEST,
Imran Asif Memon,"Shaheed Benazir Bhutto University,Shaheed Benazirabad
",Information Technology,Sindh,Research Associate,BS,"Quaid-e-Awam University of Engineering, Science & Technology",Pakistan,0,SINF,MS in progress from QUEST,
Umair Ramzan Sheikh,"Shaheed Benazir Bhutto University,Shaheed Benazirabad
",Information Technology,Sindh,Lecturer,BS,"Quaid-e-Awam University of Engineering, Science & Technology",Pakistan,0,SINF,MS in progress from QUEST,
MUHAMMAD SALEEM CHANDIO,University of Sindh,Institute of Mathematics & Computer Science,Sindh,Professor/Director & Registrar,PhD,Swansea,UK,2002,SINF,NINGUNA,NINGUNA
RIAZ AHMED MEMON,University of Sindh,Institute of Mathematics & Computer Science,Sindh,Professor,PhD,University of Shanghai for Science and Technology,China,1993,Mathematics,NINGUNA,NINGUNA
ABDUL SATTAR SOOMRO,University of Sindh,Institute of Mathematics & Computer Science,Sindh,Professor,Post Doc,"Griffith University,Nathan Campus",Australia,2005,SINF,NINGUNA,NINGUNA
AYAZ KEERIO,University of Sindh,Institute of Mathematics & Computer Science,Sindh,Professor,PhD,University of Sussex,UK,2011,Digital Signal Processing  Speech Recognition and Synthesis systems  Computer Networks.,NINGUNA,NINGUNA
JALBANI SHAMSUDDIN,University of Sindh,Institute of Mathematics & Computer Science,Sindh,Assistant Professor,MS,Sindh University,Pakistan,1985,SINF,NINGUNA,NINGUNA
SOOMRO ABDUL KARIM,University of Sindh,Institute of Mathematics & Computer Science,Sindh,Assistant Professor,MSc,Sindh University,Pakistan,1987,SINF,NINGUNA,NINGUNA
MEMON FIAZ AHMED,University of Sindh,Institute of Mathematics & Computer Science,Sindh,Assistant Professor,MSc,Sindh University,Pakistan,0,SINF,NINGUNA,NINGUNA
HUSSAINI NAZISH NAWAZ,University of Sindh,Institute of Mathematics & Computer Science,Sindh,Assistant Professor,Mphil,Sindh University,Pakistan,2008,SINF,NINGUNA,NINGUNA
ZAIN-UL-ABDIN KHUHRO,University of Sindh,Institute of Mathematics & Computer Science,Sindh,Professor,PhD,University of Essex,UK,2011,Bioinformatics  Structural biology  Graph theory  Operations Research,NINGUNA,NINGUNA
MALLAH MUHAMMAD RAFIQUE,University of Sindh,Institute of Mathematics & Computer Science,Sindh,Assistant Professor,MSc,Sindh University,Pakistan,0,SINF,NINGUNA,NINGUNA
FARHAT NAUREEN MEMON,University of Sindh,Institute of Mathematics & Computer Science,Sindh,Associate Professor,PhD,University of Essex,UK,2012,SINF,NINGUNA,NINGUNA
HYDER ALI NIZAMANI,University of Sindh,Institute of Mathematics & Computer Science,Sindh,Associate Professor,PhD,University of Leicester,UK,2012,SINF,NINGUNA,NINGUNA
QURAT UL AIN NIZAMANI,University of Sindh,Institute of Mathematics & Computer Science,Sindh,Associate Professor,PhD,University of Leicester,UK,2012,SINF,NINGUNA,NINGUNA
NOOR JEHAN RAJPER,University of Sindh,Institute of Mathematics & Computer Science,Sindh,Assistant Professor,PhD,University of Leicester,UK,2012,SINF,NINGUNA,NINGUNA
IMTIAZ ALI KOREJO,University of Sindh,Institute of Mathematics & Computer Science,Sindh,Associate Professor,PhD,University of Leicester,UK,2012,SINF,NINGUNA,NINGUNA
YASIR ARFAT MALKANI,University of Sindh,Institute of Mathematics & Computer Science,Sindh,Associate Professor,PhD,University of Sussex,UK,2011,Pervasive Computing  secure deviceservice discovery   activity recognition and access control mechanisms using proximitysensors' data   policy-based systems   context-awareness and adaptation mechanisms  sensor networks   wireless networks (including WiFi   Bluetooth   WiMAX   etc)   and solutions to various issues in distributed and pervasive computing systems through the integration of tools and techniques from distinct disciplinesareas. A†,NINGUNA,NINGUNA
AFTAB AHMED CHANDIO,University of Sindh,Institute of Mathematics & Computer Science,Sindh,Assistant Professor,PhD,Chinese Academy of Sciences,China,2016,resource management   job scheduling strategies   energy efficiency   and workload characterization for performance optimization of parallel and distributed systems such as cloud computing   and location-based services i.e.   map-matching strategy for GPS trajectories,NINGUNA,NINGUNA
FIDA HUSSAIN CHANDIO,University of Sindh,Institute of Mathematics & Computer Science,Sindh,Associate Professor,Post Doc,"International Islamic University,Islamabad",Malaysia,2015,computing and information systems domain.,NINGUNA,NINGUNA
NANGRAJ ABDUL REHMAN,University of Sindh,Institute of Mathematics & Computer Science,Sindh,Lecturer,BS,Sindh University,Pakistan,2005,SINF,NINGUNA,NINGUNA
BROHI KAMRAN,University of Sindh,Institute of Mathematics & Computer Science,Sindh,Lecturer,MSc,Sindh University,Pakistan,0,SINF,NINGUNA,NINGUNA
UNAR KULSOOM SAIMA,University of Sindh,Institute of Mathematics & Computer Science,Sindh,Lecturer,Mphil,Sindh University,Pakistan,2015,SINF,NINGUNA,NINGUNA
BULEDI ASADULLAH,University of Sindh,Institute of Mathematics & Computer Science,Sindh,Lecturer,BS,Sindh University,Pakistan,2007,SINF,NINGUNA,NINGUNA
KASHIF MEMON,University of Sindh,Institute of Mathematics & Computer Science,Sindh,Lecturer,MS,Sindh University,Pakistan,2015,SINF,NINGUNA,NINGUNA
ZUBAIR AHMED KALHORO,University of Sindh,Institute of Mathematics & Computer Science,Sindh,Lecturer,PhD,Xiamen university,China,2016,Numerical linear algebra  Matrix Computation  Numerical Analysis,NINGUNA,NINGUNA
SYEDA HIRA FATIMA NAQVI,University of Sindh,Institute of Mathematics & Computer Science,Sindh,Lecturer,B.Ed,Sindh University,Pakistan,2012,SINF,Phil leading to Ph.D. (Course Work 4 CGPA) from University of Sindh,
Hasina Khatoon,FAST(Karachi),Computer Science,Sindh,Professor,PhD,NED University of Engineering And Technology,Pakistan,0,A†High Performance Computing with special emphasis on new and emerging architectures including multicore processors,NINGUNA,NINGUNA
Jawad Ahmed Shamsi,FAST(Karachi),Computer Science,Sindh,Professor,PhD,Wayne State University,USA,2009,SINF,NINGUNA,NINGUNA
Muhammad Atif Tahir,FAST(Karachi),Computer Science,Sindh,Professor,PhD,The Queens University of Belfast,UK,2006,Machine Learning   Combinatorial Optimization Techniques with applications in image  video retrieval   cancer classification   surface inspection   bioinformatics   multi-label classification   and face recognition,NINGUNA,NINGUNA
Zulfiqar Ali Memon,FAST(Karachi),Computer Science,Sindh,Associate Professor,PhD,"Vrije University, Amsterdam",Netherland,2010,SINF,NINGUNA,NINGUNA
Fahad Samad,FAST(Karachi),Computer Science,Sindh,Assistant Professor,PhD,RWTH Aachen University,germany,2011,SINF,NINGUNA,NINGUNA
Farooque Hassan Kumbhar,FAST(Karachi),Computer Science,Sindh,Assistant Professor,PhD,Sungkyunkwan University,South Korea,2017,Network Security and Data Security   Name Data Network or Content Centric Network   Security and Privacy isssues in MANET or Ad hoc computing   Internet of Things   Machine-to-Machine and Device-to-Device Communications   Wireless Communications (4G   5G   etc. )   Optimization,NINGUNA,NINGUNA
Jalaluddin Qureshi,FAST(Karachi),Computer Science,Sindh,Assistant Professor,PhD,Nanyang Tech University,Singapore,2014,Error Correction Coding   Optimization Wireless Routing   Mathematical analysis of transmission networks   Evolutionary computation   Applied Machine Learning,NINGUNA,NINGUNA
Sufian Hameed,FAST(Karachi),Computer Science,Sindh,Assistant Professor,PhD,RWTH Aachen University,germany,2012,SINF,NINGUNA,NINGUNA
Syed Tahir Qasim,FAST(Karachi),Computer Science,Sindh,Assistant Professor,PhD,Universite d'Evry Val d'Essonne,France,2011,SINF,NINGUNA,NINGUNA
Ubaid Aftab,FAST(Karachi),Computer Science,Sindh,Adjunct Professor,MS,Monash University,Australia,2005,SINF,NINGUNA,NINGUNA
Abdul Aziz,FAST(Karachi),Computer Science,Sindh,Assistant Professor,MS,Hamdard University,Pakistan,2006,Disaster Management   Information Systems   Geo Informatics   Social Informatics   Urban Planning   Image Processing,NINGUNA,NINGUNA
Abdul Rahman,FAST(Karachi),Computer Science,Sindh,Assistant Professor,MS,Sir Syed University of Engineering and Technology,Pakistan,2004,"Elliptic Curve Cryptography   Embedded OS   Quality Assurance   Software Engineering   Open source technology   Databases   Vocational trainings for intellectually challenged
",NINGUNA,NINGUNA
Atika Burni,FAST(Karachi),Computer Science,Sindh,Assistant Professor,MBA,Hamdard University,Pakistan,2000,SINF,NINGUNA,NINGUNA
Faraz Idris Khan,FAST(Karachi),Computer Science,Sindh,Assistant Professor,MS,Kyung Hee University,South Korea,2008,SINF,NINGUNA,NINGUNA
Farrukh Hasan Syed,FAST(Karachi),Computer Science,Sindh,Assistant Professor,MS,Institute of Business Administration,Pakistan,2011,SINF,NINGUNA,NINGUNA
Khalid Iqbal Soomro,FAST(Karachi),Computer Science,Sindh,Assistant Professor,MS,New York Institute of Technology,USA,1983, Computer Hardware   Computer Architecture   Mass-Storage devices (Winchester   Flash and Solid-State Drives.),NINGUNA,NINGUNA
Mohammad Rafi,FAST(Karachi),Computer Science,Sindh,Assistant Professor,MS,Shaheed Zulfikar Ali Bhutto Institute of Science and Technology,Pakistan,2007,Data Communication   Computer Network   Algorithms development   Programming languages and Machine learning.,NINGUNA,NINGUNA
Muhammad Shahzad,FAST(Karachi),Computer Science,Sindh,Assistant Professor,MS,Fedral Urdu University,Pakistan,2012,SINF,NINGUNA,NINGUNA
Nadeem Kafi Khan,FAST(Karachi),Computer Science,Sindh,Assistant Professor,MS,Hamdard University,Pakistan,2007,SINF,NINGUNA,NINGUNA
Nauman Atique,FAST(Karachi),Computer Science,Sindh,Assistant Professor,MS,Hamdard University,Pakistan,2008,SINF,NINGUNA,NINGUNA
Nouman Durrani,FAST(Karachi),Computer Science,Sindh,Assistant Professor,MS,Hamdard University,Pakistan,2007,SINF,NINGUNA,NINGUNA
Shahbaz Akhtar Siddqui,FAST(Karachi),Computer Science,Sindh,Assistant Professor,MS,Hamdard University,Pakistan,2014,SINF,NINGUNA,NINGUNA
Ahsan Shah,FAST(Karachi),Computer Science,Sindh,Lecturer,MS,Ghulam Ishaq Khan Institute of Science and Technology,Pakistan,2017,Data Mining   Machine Learning   Brain Computer Interface (BCI)   Intelligent Transportation Systems,NINGUNA,NINGUNA
Amber Yaseen Khan,FAST(Karachi),Computer Science,Sindh,Lecturer,BE,NED University of Engineering And Technology,Pakistan,2011,SINF,NINGUNA,NINGUNA
Anum Qureshi,FAST(Karachi),Computer Science,Sindh,Lecturer,MS,Mehran University of Engineering & Technology,Pakistan,2014,Big Data Security   Deep Learning  Algorithms,NINGUNA,NINGUNA
Behraj Khan,FAST(Karachi),Computer Science,Sindh,Lecturer,MS,FAST‚Äì National University of Computer and Emerging Sciences,Pakistan,2014,SINF,NINGUNA,NINGUNA
Faiza Sattar,FAST(Karachi),Computer Science,Sindh,Lecturer,MS,NED University of Engineering And Technology,Pakistan,2015,Software Engineering   Data Mining   Image Processing,NINGUNA,NINGUNA
Javeria Farooq,FAST(Karachi),Computer Science,Sindh,Lecturer,BS,Bahria University,Pakistan,2012,SINF,NINGUNA,NINGUNA
Mahwish Amjad,FAST(Karachi),Computer Science,Sindh,Lecturer,BE,NED University of Engineering And Technology,Pakistan,2011,SINF,NINGUNA,NINGUNA
Muhammad Danish Khan,FAST(Karachi),Computer Science,Sindh,Lecturer,MS,ISRA University,Pakistan,2015,VANETs   Databases   Data Mining   IoT   Natural Language Processing,NINGUNA,NINGUNA
Murk Marvi,FAST(Karachi),Computer Science,Sindh,Lecturer,MS,Mehran University of Engineering & Technology,Pakistan,2015,SINF,NINGUNA,NINGUNA
Naila Shah,FAST(Karachi),Computer Science,Sindh,Lecturer,MS,University of Kent,UK,2006,SINF,NINGUNA,NINGUNA
Nausheen Shoaib,FAST(Karachi),Computer Science,Sindh,Lecturer,MS,Hamdard University,Pakistan,2013,SINF,NINGUNA,NINGUNA
Sehrish Hina,FAST(Karachi),Computer Science,Sindh,Lecturer,MS,Bahauddin Zakariya University,Pakistan,2014,SINF,NINGUNA,NINGUNA
Shahar Bano Husnine,FAST(Karachi),Computer Science,Sindh,Lecturer,MS,FAST‚Äì National University of Computer and Emerging Sciences,Pakistan,2007,SINF,NINGUNA,NINGUNA
Shoaib Raza,FAST(Karachi),Computer Science,Sindh,Lecturer,BS,University of Karachi,Pakistan,2012,SINF,NINGUNA,NINGUNA
Subhash Sagar,FAST(Karachi),Computer Science,Sindh,Lecturer,MS,South Asian University,Pakistan,2016,SINF,NINGUNA,NINGUNA
Syeda Rubab Manzar,FAST(Karachi),Computer Science,Sindh,Lecturer,MS,National University of Sciences and Technology,Pakistan,2009,Software Engineering   Database Systems   Algorithms,NINGUNA,NINGUNA
Tania Iram,FAST(Karachi),Computer Science,Sindh,Lecturer,BS,Bahauddin Zakariya University,Pakistan,2000,SINF,NINGUNA,NINGUNA
Zeeshan Khan,FAST(Karachi),Computer Science,Sindh,Lecturer,MS,Capital University of Science and Technology,Pakistan,2015,SINF,NINGUNA,NINGUNA
Dr. Nadeem Mahmood,University of Karachi,Computer Science,Sindh,Associate Professor,Post Doc,"International Islamic University,Islamabad",Malaysia,0,Temporal and Spatial Database Systems   Artificial Intelligence   Health Information Systems   Software EngineeringA†,NINGUNA,NINGUNA
Mr. Badar Sami,University of Karachi,Computer Science,Sindh,Assistant Professor,MCS,University of Karachi,Pakistan,0,Languages   Software Development   Information Mgmt   Operating SystemsA†,PhD candidate,
Mr. Syed Jamal Hussain,University of Karachi,Computer Science,Sindh,Assistant Professor,MCS,University of Karachi,Pakistan,0,Languages   Data Mining   Data ModelingA†,NINGUNA,NINGUNA
